col,model_name,test_sharpe,test_rmse,test_spearmanr,train_cagr,train_sharpe_ratio,calmar
base,ridge,-0.08324336621661328,-0.008216649838793643,0.0187817699679304,0.17357034291603446,1.2303459515906436,0.7285985433469163
RSI_20,ridge,0.07215770374390926,-0.00824475778706081,0.018252788696340234,0.19420702071283347,1.3576993633903751,0.774519955689804
RSI_20_ta,ridge,0.05273573830661036,-0.008216068721488385,0.01897643775479293,0.17679527534439998,1.2503773956507434,0.7947202011983598
RSI_25,ridge,-0.00872338550914702,-0.008247036948869727,0.017723116526337287,0.18082206731987305,1.2753223876030464,0.6782004332977195
RSI_25_ta,ridge,0.11559497573145046,-0.008214700190232968,0.018067350552362048,0.18630363500374258,1.3091599099041418,1.0353038745371612
DT_RSI_2_20,ridge,0.3267509006184866,-0.008285943422285811,0.07316520412101056,0.302661557019148,1.9971015138392627,1.9611692230712487
STO_20_1,ridge,0.08567228943437484,-0.008245190615838938,0.017248561292358206,0.20661517281674158,1.433344396311427,0.8799707710140426
MADIFF_10_100_0,ridge,0.06401270236257418,-0.008222712076471673,0.016216342958970918,0.1828447131203006,1.2878174210479736,0.8125110833408302
MADIFF_10_100,ridge,-0.0021175883249756723,-0.00822322732183437,0.016426531200414547,0.17388243103865952,1.2322883248520593,0.745498251641017
MACD_10_100_5,ridge,0.04332043479827381,-0.008208546255064652,0.0348236407373971,0.22845443398332077,1.564860011519642,1.5581116291777557
LINTRND_10,ridge,-0.19930509071627373,-0.008210241598767733,0.02395550151217566,0.21418848710125205,1.4792001875274257,0.9911835934932249
PR_INT_0,ridge,0.3713172717495503,-0.008226768558362168,0.1423942401720002,0.4303916785212971,2.6963782132845084,3.106193761551991
PR_INT_20,ridge,-0.10404308276262442,-0.008197691833207395,0.04012148688283475,0.23968265072748252,1.6316653212285388,1.0060255973226757
CMMA_10_252,ridge,0.3691783518471653,-0.008209040114382917,0.06524754469561722,0.24409779275316024,1.6578093016579862,1.728974075857054
ENT_2_10,ridge,-0.09546794439830028,-0.008221157283344627,0.020355207273276176,0.17444449238986537,1.2357807041234208,0.7215968032880644
ENT_4_16,ridge,0.015927091372994175,-0.00823608742481292,0.019204315297305256,0.18208431792616464,1.2831259483179753,0.8656416297398246
FTI_LP,ridge,-0.10875200554018083,-0.008269243854470554,0.017696694580492237,0.17362297342337096,1.2306727385373437,0.7402508164593048
FTI_BP,ridge,-0.055023237922485244,-0.008248151300294023,0.01614085225579092,0.17550707353644213,1.2423957156331125,0.83068475796432
FTI_BF,ridge,-0.11653525193343468,-0.008234521283868526,0.015962062805911927,0.17186829598810016,1.219754988611571,0.6694674281287446
base,rf,0.004685852347124664,-0.008254643108424085,0.018750025366895996,1.9148570244244714,8.96712712565746,42.321141132073336
RSI_20,rf,0.04551637653634777,-0.008246694685875605,0.026757197203080146,1.0647463019987113,5.638442508090235,13.134373409408829
RSI_20_ta,rf,0.3163773813889334,-0.00822669103786786,0.02755702823993894,0.7430593567389501,4.230806170686857,8.004180035963591
RSI_25,rf,0.34408474898612,-0.008249466192839987,0.029735781195019007,3.0757165007359637,13.38431278282994,112.30120481250181
RSI_25_ta,rf,0.0724968112366105,-0.008255108065615045,0.010699546595556872,0.887564159138235,4.87960231242494,11.394668848707356
DT_RSI_2_20,rf,0.10875316866965704,-0.008296784235678204,0.08239993050959574,2.159338257351496,9.883510669580865,66.13775352283713
STO_20_1,rf,0.2317893301525452,-0.00825027607133943,0.019766258752503357,2.941543423258303,12.855608102846015,131.1023331731451
MADIFF_10_100_0,rf,0.33122582814174023,-0.008398256379998815,0.009252540631020512,0.8014226491889198,4.496537979850498,11.384236881759657
MADIFF_10_100,rf,-0.003126742318394704,-0.008356596620850202,-0.00042461271618845776,1.8318905843011635,8.654635092723488,44.90628463835149
MACD_10_100_5,rf,0.2886919943074529,-0.008295628129368533,0.02590677378939214,0.8027200462687991,4.502403541239411,7.690266357374881
LINTRND_10,rf,0.25909413080649507,-0.008251513290439359,0.02283877537348778,3.0196373832970433,13.16232859898605,142.86429948691452
PR_INT_0,rf,0.4051338360180739,-0.00828161201564636,0.15792099911762508,1.086037518031509,5.727373506992957,15.233607474987751
PR_INT_20,rf,0.3189058133634065,-0.008264633588004892,0.042494720726903634,3.118994290469713,13.55668113085231,186.43662065304525
CMMA_10_252,rf,0.33266878206936157,-0.008253112330032638,0.04105589428507318,0.9767114103553243,5.265825113058736,10.576052479414063
ENT_2_10,rf,0.24525136705588418,-0.008261326370087396,0.013122364113510598,0.7803814739239956,4.401348936347532,10.041210509813792
ENT_4_16,rf,0.06338064748559934,-0.00828818285510398,-0.010290467518394169,1.8343385095662992,8.663862116294009,29.844215052946534
FTI_LP,rf,-0.028868389733719014,-0.008275790778905579,-0.00923886135311546,2.863765213146998,12.552686241862682,160.2734430399617
FTI_BP,rf,0.07789993707003903,-0.008289657507659465,0.004916447802469392,2.854106781009398,12.515234692620153,150.7450527264243
FTI_BF,rf,0.41418199029982716,-0.008264758897520564,0.0006221928281791133,1.9604881531498868,9.138557121098083,39.252616485644566
base,gb,0.5584753028862046,-0.008617486569976355,0.02042945430063659,2.622066564484574,11.624900131302951,102.00634064194085
RSI_20,gb,0.21302444012024604,-0.008613697735262046,0.02065847994581214,3.921507546116776,16.982058181867423,23653.402831792177
RSI_20_ta,gb,0.6038646303144327,-0.008604312799414728,0.005731124062158889,3.9217798561199224,16.9833151694221,-inf
RSI_25,gb,0.5485457548040243,-0.008659336633127627,0.023656137955728913,2.641947666464451,11.700561503623524,86.20760602654657
