col,model_name,test_sharpe,test_rmse,test_spearmanr,train_cagr,train_sharpe_ratio,calmar
base,ridge,0.20544546058216,-0.013230976565762336,0.022804890875525848,0.2931029848335276,1.3404516084969205,0.6087033747968907
RSI_20,ridge,0.1621214091309166,-0.013226687171735951,0.02681283956532296,0.34883801196402353,1.545200007482861,0.9131593928736148
RSI_20_ta,ridge,0.27154343959595323,-0.013240249098881838,0.02270609981536297,0.3111273219546291,1.4075849634007498,0.6415508493382311
RSI_25,ridge,0.19242894444825037,-0.013229502536266313,0.024057760905714203,0.34769908509811476,1.541085459423001,0.8647713177244727
RSI_25_ta,ridge,0.09914193824244388,-0.013237700355330239,0.021316599704891602,0.29673806502030775,1.3541392980601226,0.6187601423639773
DT_RSI_2_20,ridge,0.10847698671495931,-0.013052420069905337,0.20322119137897618,0.7666348450034739,2.877753693891445,3.14868663353297
STO_20_1,ridge,0.23106305670463118,-0.013226286939185766,0.027866440371854102,0.3424486358244978,1.5219397224177433,1.6225724913967519
MADIFF_10_100_0,ridge,0.39555445563892644,-0.013230864348949841,0.022616050781786832,0.27195863090911243,1.2608038914129263,0.6440825354750025
MADIFF_10_100,ridge,0.4440838467254096,-0.013227835696388867,0.023819878919179367,0.27204890543365345,1.2611442221856495,0.6465734673724679
MACD_10_100_5,ridge,0.3385384427636966,-0.013111486719641708,0.09645162396212362,0.43664253891703964,1.8525942336338466,1.8578269174040962
LINTRND_10,ridge,0.29264438580540736,-0.013198740097300016,0.052257545674882645,0.3255971690977728,1.4606671858929572,1.0957527752143914
PR_INT_0,ridge,0.44469715620529654,-0.012601939627507506,0.36181103212667176,1.4198895999549048,4.511269413046229,7.149461849928613
PR_INT_20,ridge,0.29127807293579167,-0.013121624258083792,0.1524856475950779,0.5585668770142571,2.2528777691699853,1.45815411029867
CMMA_10_252,ridge,0.48936493595365677,-0.012905155204980834,0.2007303983850502,0.8394353210127421,3.081173285860179,4.0961721164559455
ENT_2_10,ridge,0.1853158517192997,-0.013233126473214979,0.021599789813293253,0.2997394597731615,1.3652349495921456,0.5257627905134503
ENT_4_16,ridge,0.28118737303658525,-0.01332338399962366,0.016202303382460655,0.3005446805470906,1.3682922048281025,0.7170294118803309
FTI_LP,ridge,0.41073466317056556,-0.013238460844372732,0.023343237419015388,0.25308372412996083,1.1884287429044058,0.48166409832252466
FTI_BP,ridge,0.2936654961828177,-0.01323076968514857,0.020796159667706583,0.31063811278802356,1.405720911240946,0.6830474108840721
FTI_BF,ridge,0.20813575216012098,-0.013230316981864509,0.022498335243606976,0.3087921232554187,1.3988802566516692,0.6319233513680673
base,rf,0.7099070406081559,-0.01365746619795968,-0.0021288029419965298,5.9803527036873625,11.69599820190494,224.5492667893832
RSI_20,rf,-0.10154961312881554,-0.013500185174497978,0.07687519040525767,1.996646335531434,5.6982287675643715,22.091458742766665
RSI_20_ta,rf,0.28885143919333955,-0.01362938852556316,-0.003998311721369735,3.996593172737259,8.976277831158336,63.019438053022476
RSI_25,rf,-0.020384973105501424,-0.013546986228464158,0.043019698586867515,2.0846196853746846,5.86537278842188,23.960787591258022
RSI_25_ta,rf,0.5742436656124754,-0.013630261344061548,-0.009930995925533032,6.057741903964347,11.79772763219055,180.1424452143205
DT_RSI_2_20,rf,0.3686492923674644,-0.013395121011682564,0.1828287559635449,4.339039800391952,9.467726355462668,81.71599187319809
STO_20_1,rf,0.11710965503352996,-0.013608087497080984,0.007446735713571098,6.168546542767171,11.943107825019002,259.8776462132672
MADIFF_10_100_0,rf,0.4601922597163696,-0.01364717394336196,0.002848333524761773,6.131174668616292,11.89411041084416,254.53740804662752
MADIFF_10_100,rf,0.670487356713227,-0.013652378208814389,0.0001380247141283958,3.63478318656501,8.4416520455025,59.4663101072224
MACD_10_100_5,rf,0.1151149561122633,-0.013522940773332767,0.057333474608078694,1.8562386571828768,5.424630378280418,18.637148699928225
LINTRND_10,rf,0.2552314595121185,-0.013489147889872443,0.03746660924468283,1.6172253974277466,4.937130129232019,19.19452641250538
PR_INT_0,rf,0.17656211372850814,-0.012813168075730458,0.3282614441026072,5.541292272843455,11.114666895426542,171.23782042285953
PR_INT_20,rf,-0.10771580216569795,-0.013466384178847346,0.12720158902019227,6.641129038587213,12.55984207754119,304.5789871148562
CMMA_10_252,rf,-0.07977793326198843,-0.013275657836872795,0.16814678479128947,6.9433833532041715,12.952397219697739,345.869358817959
ENT_2_10,rf,0.3718737762919897,-0.013667226867816348,-0.013522489848878296,3.9068225427467045,8.845253093401375,72.68052612497262
ENT_4_16,rf,0.344400600338985,-0.01356497184033704,-0.0032467410076753465,3.99676308125202,8.97653062207455,64.74105565659859
FTI_LP,rf,0.15496623011853072,-0.014937130623999711,0.00796964634937953,3.9823097082591596,8.955484125820309,79.81591830060464
FTI_BP,rf,0.2862105804843224,-0.013662475897149159,-0.008398718690067305,1.780861753948023,5.274001944671,13.148621955549526
FTI_BF,rf,0.2665014590119941,-0.013669893628308286,-0.01569082179168731,6.090361032803765,11.840582503194753,215.39082739734675
base,gb,0.6160325127856165,-0.014259497881264769,0.015012902908678216,8.524246881265304,15.007946580707074,-inf
RSI_20,gb,0.4962189606744548,-0.014267423641169442,0.04159794841669591,8.524246881265304,15.007946580707074,-inf
RSI_20_ta,gb,0.5044028116036722,-0.014270365398060984,0.008935356652229892,8.417956752059892,14.868666092041982,3491.2284858628154
RSI_25,gb,0.5604820406027238,-0.014169222636064025,0.04124935752761386,8.427030807407476,14.880546260820013,3338.2199376340227
