col,model_name,test_sharpe,test_rmse,test_spearmanr,train_cagr,train_sharpe_ratio,calmar
base,ridge,0.04299853550091195,-0.016041566119823204,0.024871414222027773,0.3708585216392055,1.2752315603765905,1.068724294242744
RSI_20,ridge,0.5016879699230544,-0.015987831830613475,0.04325641881134801,0.5833825037476266,1.7997192572850196,1.8117593289166547
RSI_20_ta,ridge,0.16548376883551513,-0.016029208805753505,0.014654872145499232,0.4582245314842228,1.499350038961578,1.413504871957116
RSI_25,ridge,0.49357193859307047,-0.016005430946978694,0.03769243015320585,0.5246179993764986,1.6615258310856236,1.364754135747413
RSI_25_ta,ridge,0.19149966045521888,-0.016030920457685414,0.019383303060362286,0.3912997119181676,1.3288017320017547,0.9756228895144597
DT_RSI_2_20,ridge,-0.20422981274591817,-0.015828974527378893,0.20322097779716436,1.1458775623568052,2.9280376059747937,4.226884286523973
STO_20_1,ridge,0.3121186213363415,-0.015980621510015464,0.039572385436877466,0.6938037063750244,2.0469600416398843,2.1546846698126
MADIFF_10_100_0,ridge,0.27072323305297796,-0.016037538100732936,0.022520776951970495,0.39792761220666395,1.34605680333582,1.0109406475925409
MADIFF_10_100,ridge,0.27867317430542193,-0.016036961382084738,0.02271308733875535,0.40643668927616505,1.3680999584862978,1.0747277544878073
MACD_10_100_5,ridge,0.026124515836433305,-0.015877084562692344,0.08782972268212555,0.8663313920292715,2.40506604679392,3.6214319022520716
LINTRND_10,ridge,0.06801800765687673,-0.015984389164729832,0.04751338540624125,0.6403933086702442,1.929072273883909,2.1203524791272406
PR_INT_0,ridge,-0.2882418665629605,-0.015120382245371499,0.37485897092913495,2.4826259446380554,4.825815597852045,10.62765674686137
PR_INT_20,ridge,-0.0400124695202869,-0.01577910397184481,0.15969624862605034,1.168261796377612,2.9665721013819644,3.930628458320605
CMMA_10_252,ridge,-0.07422158048373509,-0.015511928605197945,0.20424203834040347,1.35647987608594,3.2828288788924453,5.684722799727214
ENT_2_10,ridge,-0.012330059411036464,-0.01604206425109671,0.024548819328545128,0.3976024604489756,1.3452526723849334,1.1231201089060983
ENT_4_16,ridge,0.015064432929108884,-0.01604890934966936,0.024263781312831197,0.37344607680999053,1.282068155027077,1.0761810005400356
FTI_LP,ridge,0.19318108015242277,-0.016071899787460757,0.026243875798663597,0.3992085478621843,1.34946239856509,1.2032592055690507
FTI_BP,ridge,0.13044525723514144,-0.016061917517165295,0.022869802168083125,0.4074158146051885,1.3706842620263908,1.0635278317179317
FTI_BF,ridge,-0.0010821162857588495,-0.016048179734088952,0.023533803305899808,0.32921845230049396,1.1635283952569253,0.7674505431694403
base,rf,0.18762066567425367,-0.016426664207569573,-0.009057436037939626,1.2725991782752901,3.1439791558971324,6.392404347746569
RSI_20,rf,0.19875545539979594,-0.016242114960303488,0.10352655903663817,6.612787975064532,8.39794035883313,88.03710837750828
RSI_20_ta,rf,0.31022134123668155,-0.016618439999260937,0.0075451517920225005,2.7943971508188445,5.1792091368437205,23.98463888253947
RSI_25,rf,-0.07086971643144853,-0.016262782793982876,0.08716234629798705,6.239730132641947,8.139396236430784,75.48159907437307
RSI_25_ta,rf,0.4091912967917616,-0.01632159281658619,-0.004226987190387077,1.3446339202099789,3.262827062541639,7.032878449110371
DT_RSI_2_20,rf,-0.20669248262204176,-0.016202111167662268,0.1818380440291934,3.5284528384467997,5.934295341830121,26.784268046592665
STO_20_1,rf,0.07885976945999826,-0.016371442278353788,0.027910280495256717,4.101551523375035,6.463507494013986,37.610845632939885
MADIFF_10_100_0,rf,0.42175865866268064,-0.016477619943060486,0.007734867247739349,1.4733082985837385,3.4675408043182037,7.303914357491326
MADIFF_10_100,rf,0.32312289622692214,-0.016461247530321164,0.007648872243279181,1.4343717104525306,3.4066399031290024,6.824103407101841
MACD_10_100_5,rf,0.1141959341463417,-0.016293089086154858,0.07539086184826843,2.1261611032536085,4.386983670050222,12.500592732755015
LINTRND_10,rf,0.6619844066973923,-0.016491500315947052,0.016057972987221874,1.5716901230760887,3.6183056238038653,9.89728775556129
PR_INT_0,rf,0.012494380833019524,-0.01524861357049494,0.35249607830040813,5.446847246796337,7.56135087338109,42.41812262469306
PR_INT_20,rf,0.05429515601786504,-0.01639925062877198,0.1377736196009695,2.3713332771743865,4.691996129658134,15.778498238795542
CMMA_10_252,rf,0.36566209636749225,-0.01607187420570457,0.18422980195378702,3.6114046040460694,6.013806615851422,24.51830931357869
ENT_2_10,rf,0.3226920611643349,-0.016429752800418276,-0.012448513223233131,1.4420178025820305,3.4187412547216756,7.542228241147577
ENT_4_16,rf,0.346733229918543,-0.016591671675219914,-0.0035820729986894783,1.388207262476949,3.3332608413909623,6.512363271167963
FTI_LP,rf,0.17024598384184175,-0.016394627526765078,-0.009867619512438867,1.2280309620127703,3.06886268560198,5.428089068730891
FTI_BP,rf,0.24613178821426723,-0.01645749087306958,-0.00866921943087306,1.2883097095251044,3.1701347668661763,6.013114848337247
FTI_BF,rf,0.12071370200952576,-0.01646851930184317,0.00032549520692223,1.2398600618622688,3.0887436650492845,5.616188294124504
base,gb,0.19670020580052977,-0.017170357581955387,-0.007619347937657549,20.08975144551276,15.47562425842521,55768.464002533474
RSI_20,gb,0.2656271376972702,-0.017245565523978237,0.05808354352913925,20.091390010587347,15.47638403859366,114349.24554389284
RSI_20_ta,gb,0.4378032203839384,-0.01746820124920137,-0.0020957547521176694,20.09451893971374,15.477834867731731,-inf
RSI_25,gb,-0.05449775843701264,-0.017121201837562692,0.07027379781465119,9.497885349465609,10.19249749334265,140.2825182422232
