Date,Open,High,Low,Close,Volume,RSI_20,RSI_25,DT_RSI_2_20,STO_20_1,MADIFF_10_100_0,MADIFF_10_100,MACD_10_100_5,LINTRND_10,PR_INT_0,PR_INT_20,CMMA_10_252,ENT_2_10,ENT_4_16,FTI_LP,FTI_BP,FTI_BF
20100111,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,462229600,,,,,,,,,,,,,,,,
20100112,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,594459600,,,,,,,,,,,,,,,,
20100113,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,605892000,,,,,,,,,,,,,,,,
20100114,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,432894000,,,,,,,,,,,,,,,,
20100115,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,594067600,,,,,,,,,,,,,,,,
20100119,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,730007600,,,,,,,,,,,,,,,,
20100120,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,612152800,,,,,,,,,,,,,,,,
20100121,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,608154400,,,,,,,,,,,,,,,,
20100122,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,881767600,,,,,,,,,,,,,,,,
20100125,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,1065699600,,,,,,,,,,,,,,,,
20100126,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,1867110000,,,,,,,,,,,,,,,,
20100127,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,1722568400,,,,,,,,,,,,,,,,
20100128,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,1173502400,,,,,,,,,,,,,,,,
20100129,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,1245952400,,,,,,,,,,,,,,,,
20100201,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,749876400,,,,,,,,,,,,,,,,
20100202,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,698342400,,,,,,,,,,,,,,,,
20100203,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,615328000,,,,,,,,,,,,,,,,
20100204,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,757652000,,,,,,,,,,,,,,,,
20100205,6.879642963409424,7.0,6.816071033477783,6.980713844299316,850306800,,,,,,,,,,,,,,,,
20100208,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,478270800,,,,,,,,,,,,,,,,
20100209,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,632886800,,,,,,,,,,,,,,,,
20100210,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,370361600,,,,,,,,,,,,,,,,
20100211,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,550345600,,,,,,,,,,,,,,,,
20100212,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,655468800,,,,,,,,,,,,,,,,
20100216,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,543737600,,,,,,,,,,,,,,,,
20100217,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,436396800,,,,,,,,,,,,,,,,
20100218,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,422825200,,,,,,,,,,,,,,,,
20100219,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,415469600,,,,,,,,,,,,,,,,
20100222,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,390563600,,,,,,,,,,,,,,,,
20100223,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,575094800,,,,,,,,,,,,,,,,
20100224,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,460566400,,,,,,,,,,,,,,,,
20100225,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,665126000,,,,,,,,,,,,,,,,
20100226,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,507460800,,,,,,,,,,,,,,,,
20100301,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,550093600,,,,,,,,,,,,,,,,
20100302,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,566546400,,,,,,,,,,,,,,,,
20100303,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,372052800,,,,,,,,,,,,,,,,
20100304,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,366041200,,,,,,,,,,,,,,,,
20100305,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,899620400,,,,,,,,,,,,,,,,
20100308,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,429889600,,,,,,,,,,,,,,,,
20100309,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,920259200,,,,,,,,,,,,,,,,
20100310,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,596218000,,,,,,,,,,,,,,,,
20100311,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,405700400,,,,,,,,,,,,,,,,
20100312,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,416323600,,,,,,,,,,,,,,,,
20100315,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,493502800,,,,,,,,,,,,,,,,
20100316,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,446908000,,,,,,,,,,,,,,,,
20100317,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,450956800,,,,,,,,,,,,,,,,
20100318,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,342109600,,,,,,,,,,,,,,,,
20100319,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,559445600,,,,,,,,,,,,,,,,
20100322,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,456419600,,,,,,,,,,,,,,,,
20100323,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,602431200,,,,,,,,,,,,,,,,
20100324,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,597780400,,,,,,,,,,,,,,,,
20100325,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,542284400,,,,,,,,,,,,,,,,
20100326,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,640875200,,,,,,,,,,,,,,,,
20100329,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,540744400,,,,,,,,,,,,,,,,
20100330,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,527310000,,,,,,,,,,,,,,,,
20100331,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,430659600,,,,,,,,,,,,,,,,
20100401,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,603145200,,,,,,,,,,,,,,,,
20100405,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,684507600,,,,,,,,,,,,,,,,
20100406,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,447017200,,,,,,,,,,,,,,,,
20100407,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,628502000,,,,,,,,,,,,,,,,
20100408,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,572989200,,,,,,,,,,,,,,,,
20100409,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,334182800,,,,,,,,,,,,,,,,
20100412,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,333026400,,,,,,,,,,,,,,,,
20100413,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,306210800,,,,,,,,,,,,,,,,
20100414,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,404076400,,,,,,,,,,,,,,,,
20100415,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,376784800,,,,,,,,,,,,,,,,
20100416,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,750545600,,,,,,,,,,,,,,,,
20100419,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,566924400,,,,,,,,,,,,,,,,
20100420,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,738326400,,,,,,,,,,,,,,,,
20100421,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,982391200,,,,,,,,,,,,,,,,
20100422,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,793424800,,,,,,,,,,,,,,,,
20100423,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,796955600,,,,,,,,,,,,,,,,
20100426,9.710000038146973,9.730713844299316,9.578213691711426,9.625,479068800,,,,,,,,,,,,,,,,
20100427,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,709343600,,,,,,,,,,,,,,,,
20100428,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,758402400,,,,,,,,,,,,,,,,
20100429,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,558840800,,,,,,,,,,,,,,,,
20100430,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,542463600,,,,,,,,,,,,,,,,
20100503,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,454342000,,,,,,,,,,,,,,,,
20100504,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,723819600,,,,,,,,,,,,,,,,
20100505,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,883103200,,,,,,,,,,,,,,,,
20100506,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,1285860800,,,,,,,,,,,,,,,,
20100507,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,1676018400,,,,,,,,,,,,,,,,
20100510,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,984306400,,,,,,,,,,,,,,,,
20100511,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,848906800,,,,,,,,,,,,,,,,
20100512,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,654379600,,,,,,,,,,,,,,,,
20100513,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,599712400,,,,,,,,,,,,,,,,
20100514,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,759362800,,,,,,,,,,,,,,,,
20100517,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,762834800,,,,,,,,,,,,,,,,
20100518,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,782678400,,,,,,,,,,,,,,,,
20100519,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,1025726800,,,,,,,,,,,,,,,,
20100520,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,1282915200,,,,,,,,,,,,,,,,
20100521,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,1223891200,,,,,,,,,,,,,,,,
20100524,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,754238800,,,,,,,,,,,,,,,,
20100525,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,1048006400,,,,,,,,,,,,,,,,
20100526,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,850654000,,,,,,,,,,,,,,,,
20100527,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,666282400,,,,,,,,,,,,,,,,
20100528,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,815614800,,,,,,,,,,,,,,,,
20100601,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,876472800,,,,,,,,,,,,,,,,
20100602,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,688548000,,,,,,,,,,,,,,,,
20100603,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,650106800,,,,,,,,,,,,,,,,
20100604,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,758304400,,,,,,,,,,,,,,,,
20100607,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,886942000,,,,,,,,,,,,,,,,
20100608,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,1000770400,,,,,,,,,,,,,,,,
20100609,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,854630000,,,,,,,,,,,,,,,,
20100610,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,776356000,,,,,,,,,,,,,,,,
20100611,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,545759200,,,,,,,,,,,,,,,,
20100614,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,602960400,,,,,,,,,,,,,,,,
20100615,9.130000114440918,9.280357360839844,9.125,9.274642944335938,585074000,,,,,,,,,,,,,,,,
20100616,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,783678000,,,,,,,,,,,,,,,,
20100617,9.664285659790039,9.746429443359375,9.625,9.709643363952637,872855200,,,,,,,,,,,,,,,,
20100618,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,784621600,,,,,,,,,,,,,,,,
20100621,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,776490400,,,,,,,,,,,,,,,,
20100622,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,717262000,,,,,,,,,,,,,,,,
20100623,9.806428909301758,9.809286117553711,9.567856788635254,9.677499771118164,768457200,,,,,,,,,,,,,,,,
20100624,9.678570747375488,9.757143020629883,9.574999809265137,9.60714340209961,714277200,,,,,,,,,,,,,,,,
20100625,9.645000457763672,9.65250015258789,9.493213653564453,9.524999618530273,549942400,,,,,,,,,,,,,,,,
20100628,9.53321361541748,9.633929252624512,9.447142601013184,9.58214282989502,584948000,,,,,,,,,,,,,,,,
20100629,9.432856559753418,9.442500114440918,9.08214282989502,9.14892864227295,1133344800,,,,,,,,,,,,,,,,
20100630,9.168213844299316,9.213213920593262,8.928929328918457,8.983214378356934,739452000,,,,,,,,,,,,,,,,
20100701,9.08214282989502,9.100000381469727,8.686429023742676,8.874285697937012,1022896000,,,,,,,,,,,,,,,,
20100702,8.946070671081543,8.961786270141602,8.685713768005371,8.819286346435547,693842800,,,,,,,,,,,,,,,,
20100706,8.964285850524902,9.028571128845215,8.791428565979004,8.879643440246582,615235600,,,,,,,,,,,,,,,,
20100707,8.946070671081543,9.241786003112793,8.91964340209961,9.238213539123535,654556000,,,,,,,,,,,,,,,,
20100708,9.374285697937012,9.389286041259766,9.103214263916016,9.217499732971191,738144400,,,,,,,,,,,,,,,,
20100709,9.174642562866211,9.282142639160156,9.1128568649292,9.272143363952637,433322400,,,,,,,,,,,,,,,,
20100712,9.233214378356934,9.351785659790039,9.102143287658691,9.188928604125977,562878400,,,,,,,,,,,,,,,,
20100713,9.15428638458252,9.157142639160156,8.801071166992188,8.992856979370117,1190924000,,,,,,,,,,,,,,,,
20100714,8.906429290771484,9.135713577270508,8.89285659790039,9.026070594787598,812047600,,,,,,,,,,,,,,,,
20100715,8.865357398986816,9.177499771118164,8.83214282989502,8.98035717010498,824866000,,,,,,,,,,,,,,,,
20100716,9.042142868041992,9.106071472167969,8.871786117553711,8.925000190734863,1039858400,,,,,,,,,,,,,,,,
20100719,8.924285888671875,8.924285888671875,8.557143211364746,8.770713806152344,1024478000,,,,,,,,,,,,,,,,
20100720,8.675000190734863,9.032142639160156,8.571785926818848,8.996070861816406,1074950800,,,,,,,,,,,,,,,,
20100721,9.467499732971191,9.469642639160156,9.071429252624512,9.079999923706055,1185671200,,,,,,,,,,,,,,,,
20100722,9.20285701751709,9.285714149475098,9.118213653564453,9.250714302062988,645318800,,,,,,,,,,,,,,,,
20100723,9.181785583496094,9.299285888671875,9.152856826782227,9.283571243286133,533388800,,,,,,,,,,,,,,,,
20100726,9.285714149475098,9.289285659790039,9.20392894744873,9.260000228881836,420551600,,,,,,,,,,,,,,,,
