col,model_name,test_sharpe,test_rmse,test_spearmanr,train_cagr,train_sharpe_ratio,calmar
base,ridge,0.2728732621339661,-0.012216344725414234,0.019535749662592267,0.22506673958717505,1.1774879741195232,1.0683669748942783
RSI_20,ridge,0.32183895756479164,-0.012211419815215485,0.023719357036638068,0.24684331237673773,1.272119537283532,1.1500609619056794
RSI_20_ta,ridge,0.3525530210510687,-0.012215669993970082,0.019627374032237,0.25329090446742053,1.299911715433588,1.3185165183205358
RSI_25,ridge,0.30671985390897705,-0.012213068553235992,0.02271245947092693,0.2387465580091095,1.2371330891559411,1.0398505736042347
RSI_25_ta,ridge,0.3252099715273057,-0.012216379121135877,0.019464945159026033,0.23925209375547274,1.2393401099467751,1.2454368952673496
DT_RSI_2_20,ridge,0.33480251087013285,-0.012142156624412032,0.11881961256722615,0.46014009738698647,2.128381334069166,3.1234183632117785
STO_20_1,ridge,0.26237346667015676,-0.012217650548497333,0.01900406003141843,0.23178165431604336,1.2068481279245145,1.0516873804354836
MADIFF_10_100_0,ridge,0.36526338182134777,-0.012231303080940179,0.027811897103509987,0.266362802052841,1.3558626699009892,1.4151418394443576
MADIFF_10_100,ridge,0.3223091284961862,-0.012231226269856609,0.026940149580619976,0.2638357290653539,1.345104501828261,1.238185063045983
MACD_10_100_5,ridge,0.3234564248155892,-0.012207304300824198,0.0338322748811833,0.35939905447180265,1.738508855723964,2.3104340944963684
LINTRND_10,ridge,0.2079773235831109,-0.012206875041738733,0.026955216797279007,0.2668162136333674,1.357558879905647,0.9851273999342115
PR_INT_0,ridge,0.20594419002570938,-0.011965221381181923,0.21418409446630599,0.767623532982836,3.189925872471782,3.9292867527853725
PR_INT_20,ridge,0.24553423858058093,-0.012162385683431911,0.06388866436131321,0.4171332062990256,1.964559467305153,1.669472347188553
CMMA_10_252,ridge,0.02346972105841023,-0.012131963119466845,0.08782695192681975,0.43604270077238083,2.0374778202606643,2.5182118612471016
ENT_2_10,ridge,0.4694647662030154,-0.012249816101961287,0.01436975072868717,0.23934650394757617,1.239746280521865,1.093190733381542
ENT_4_16,ridge,0.12722293641556484,-0.012284362922186338,0.020298854197119805,0.24461762040381552,1.262548821223236,1.273740019572789
FTI_LP,ridge,0.30935928405783875,-0.012222479348030987,0.018943146741710687,0.22425418310202017,1.1739254635238863,1.064509858931398
FTI_BP,ridge,0.4069393972000639,-0.012213195800126739,0.020757804839192824,0.2454442499751024,1.2661121806005966,1.1466917511836991
FTI_BF,ridge,0.6144104444958152,-0.012231875853502458,0.023004638941128648,0.22646363735277486,1.1836081059965382,1.0343495548034243
base,rf,0.07297490219488495,-0.012494734577690495,-0.011144005471238061,1.010676327092534,3.9275183211202283,8.153872150635369
RSI_20,rf,0.4213102295172787,-0.012421231742613795,0.000701180814657814,1.0671061073802708,4.0891870806407145,4.942380789425101
RSI_20_ta,rf,0.15966879752017504,-0.012504417113129055,0.0011438183079895386,2.291094578082731,7.041678404638234,32.89969379348846
RSI_25,rf,0.2219824185163019,-0.01252279607242425,-0.0019754757199345898,1.2638776383188874,4.629289934470648,7.316122880198226
RSI_25_ta,rf,-0.032997805216493425,-0.012517182224866797,0.009585220350752916,4.166346825106027,10.640515025724273,128.4661025466459
DT_RSI_2_20,rf,-0.2946004078931581,-0.012333417093570472,0.09427668771484347,4.980819679220545,12.090335699645042,153.579747087142
STO_20_1,rf,0.04001955584555067,-0.01243867218161067,-0.002105205275816621,1.0160650653968784,3.943046420999681,4.821198625323925
MADIFF_10_100_0,rf,0.14717330649174684,-0.012405975044521924,0.003723436292311328,2.5107470993201346,7.4995884113078635,45.15051621570799
MADIFF_10_100,rf,0.21468350159064364,-0.01243308823235533,0.006530555852819667,1.1186076929677604,4.233971894921488,5.0202665982083605
MACD_10_100_5,rf,0.49096308756989904,-0.012473390832820876,0.012706746170127708,2.440646892281678,7.355008194388319,35.95393800954612
LINTRND_10,rf,0.11196981849186842,-0.012455828696926078,0.025445528976315364,0.9754330253964039,3.824720696858126,5.012656149458426
PR_INT_0,rf,-0.07978118282825022,-0.012045564059118639,0.19963205532778114,2.141654918548171,6.721247671656022,25.983582317604103
PR_INT_20,rf,0.3570945559535421,-0.01241504066514722,0.047208915492845595,4.88390045779446,11.918849294669553,196.19561882321094
CMMA_10_252,rf,0.2951122925566187,-0.012439909496808302,0.05212378304742642,3.2998838781152022,9.048089800470885,65.60962390621597
ENT_2_10,rf,0.44701919312527466,-0.012542655618150553,0.003509052630482097,1.022193664585544,3.9607441469586697,4.935061731659295
ENT_4_16,rf,0.38894946860015167,-0.012513972381341849,-0.005787805524247002,4.099520193015137,10.520154463632027,146.55771908632326
FTI_LP,rf,0.020614411097369213,-0.012633834815879782,0.0034033150220016033,2.400825534773445,7.272240507875723,44.5089927868236
FTI_BP,rf,0.34977702159527413,-0.012497439559365404,-0.00036760127651328103,4.662831814328955,11.527013088451891,209.9412414320754
FTI_BF,rf,0.37420210057788184,-0.0125280432434459,0.02211652562708053,1.162043042235314,4.354130719172052,7.534109856271002
base,gb,0.3140853651843635,-0.01296644393604816,0.004502022902832073,6.392611632687077,14.602539851624455,34366.05575405838
RSI_20,gb,0.10184113645839317,-0.013009485847119218,0.007922954344842881,6.344974330917871,14.516513223768026,3075.166147755079
RSI_20_ta,gb,0.3559175803008598,-0.013045827660530052,0.0018245163988577784,6.339668271216487,14.506939875298949,1704.8228404658828
RSI_25,gb,-0.1283326347124937,-0.013055615932000613,0.0097170558517626,6.392664665692799,14.602635701066848,16981.72534498324
