col,tuning_sharpe,tuning_rmse,tuning_spearmanr,train_cagr,train_sharpe_ratio,train_calmar,test_spearmanr,test_sharpe,test_rmse,model_name
base,0.84195119152649,-0.01768142116135082,0.06399083673742442,0.3332302340485651,1.1669301446940556,1.2499568709871518,0.06522254674511317,0.872798141582995,0.0004345513731477948,ridge
RSI_20,0.559491004829163,-0.017686080968954486,0.06493041668047037,0.4398162618276491,1.4434930204733938,1.6309484184713698,0.07307577852513858,1.10011252623245,0.00043313301279966816,ridge
RSI_20_ta,0.7188303783628978,-0.017682582955676672,0.06285767091093615,0.38810625222731043,1.311703685338246,1.1666016207893204,0.059662915559754774,0.9767125978125422,0.0004348756516106262,ridge
RSI_25,0.6360238501650093,-0.01768818989926235,0.06260914804241363,0.41350667672315233,1.377090101942388,1.410390880553262,0.06824451168192146,1.018729324098582,0.0004338339956417415,ridge
RSI_25_ta,0.716717124960629,-0.017680993724931194,0.06428285162624514,0.3502725248511025,1.2124947954696152,1.109673235125164,0.059623061871393115,0.6463271852816317,0.00043490005784803826,ridge
DT_RSI_2_20,-0.06172712491566914,-0.017383292566959942,0.21198723866533467,1.1826848462805084,2.9691316153181537,5.194365722613541,0.2977439063085611,0.4867545468582469,0.00040655808541028465,ridge
STO_20_1,0.6446875749780903,-0.017686252710662886,0.06908159725709077,0.4876261071472614,1.5612456397804126,1.7835189948039198,0.07293336060603157,0.9513440873908418,0.00043280230355428184,ridge
MADIFF_10_100_0,0.6766903639017479,-0.01770934593943193,0.06060849335874593,0.3216739622233802,1.1357234095253737,1.111809968473846,0.0681910771896512,0.7761342079989186,0.00043438056941070327,ridge
MADIFF_10_100,0.8414809586979013,-0.01770794728097215,0.06193591799375131,0.3203505505722797,1.1321293695955086,1.06778564243309,0.06791112932994008,0.8641017905459225,0.0004343644474339206,ridge
MACD_10_100_5,0.05769274205273258,-0.01767441692261613,0.11395091063619445,0.6006822047973419,1.8259166274121164,1.6551257476987906,0.12312395705188799,0.32485003711746047,0.000427915888175468,ridge
LINTRND_10,0.5672533257802066,-0.01768836746893985,0.08371831765382823,0.4231696776769298,1.401565654439529,1.1905868418370922,0.0811198081024076,0.7890568050910197,0.0004328492866478401,ridge
PR_INT_0,0.1590492701464236,-0.01690620095123968,0.35018203263497044,2.0769135615507577,4.288730025079716,8.202049167808802,0.5173615580764749,-0.4760324586049824,0.00035844200832272965,ridge
PR_INT_20,0.05134754403367116,-0.017585704045684228,0.16365831804804293,0.9534972761398186,2.5556892510754867,3.3623874139623173,0.19910327812556022,0.26380345095056634,0.0004184370191959077,ridge
CMMA_10_252,0.26139305620034725,-0.01746286634159122,0.19834564036453145,1.086649063804587,2.8002549969895596,4.781561689678686,0.25722545287051396,0.8907366242466342,0.00040720098070298765,ridge
ENT_2_10,0.49989230773423243,-0.017689818564423938,0.06761800709288626,0.44542689332494056,1.4574321637525167,1.5757888090984897,0.05550960578036784,1.0962064309809236,0.00043447761123060916,ridge
ENT_4_16,0.7769837216075153,-0.017707629531061208,0.08284675246124448,0.4626771029823904,1.5003223080310957,1.6280056811594814,0.05386005189866721,1.051632222459014,0.00043512750886976175,ridge
FTI_LP,0.6654351739224152,-0.017682579416399787,0.0642256981564383,0.3930395047921056,1.3245591019588303,1.63623951451233,0.06979019602043564,0.318075352090833,0.0004391729686543484,ridge
FTI_BP,0.5643527049674331,-0.017689014664743423,0.06305387735398962,0.36315033240915096,1.2465946976721947,1.4123788742085424,0.06576150192026735,0.8739906532989776,0.00043469935392359874,ridge
FTI_BF,0.6441041588575086,-0.017688285084830915,0.06276972388114363,0.42524186706940803,1.4067275868534612,1.5025454064340589,0.06395036702191995,0.8964796925359282,0.0004345347184294601,ridge
base,0.4669824973059642,-0.01790986411330443,0.05590186214033373,5.2155183286689715,7.313199459624337,63.593254959723346,0.04686979827784853,1.4866347335030534,0.00042920738638247953,rf
RSI_20,0.4416894708426643,-0.017858594420837183,0.08109657136927086,20.327580738942675,15.341907005722184,1662.6760941033804,0.13034436225141957,1.4373401108126234,0.0004260266015015815,rf
RSI_20_ta,0.6300593308840395,-0.01793222254791463,0.05882713485856515,5.491948842122334,7.521480417157409,83.26461833347652,0.031549179520869795,1.2397074185601833,0.0004354325646616221,rf
RSI_25,0.7072377412617621,-0.017930730601967974,0.07317186466215439,17.719047171631335,14.160837860440994,1012.5169812360722,0.09314604043885714,0.8301000784411855,0.0004299463157854739,rf
RSI_25_ta,0.7416037983009789,-0.01788366193613975,0.05828214155687413,16.775639984187393,13.7267267845727,772.2057181441878,0.051475995929091536,1.141407873477466,0.0004379530916572064,rf
DT_RSI_2_20,0.42120979948385406,-0.01769862481117851,0.16045589942119987,6.02539553607553,7.90797988453038,80.42121540800083,0.2604522963153668,0.6214064907260385,0.0004109853739922029,rf
STO_20_1,0.3334572588883408,-0.01793617155221807,0.05451181959543895,5.555988509710507,7.568897589128279,75.24752946954605,0.06340407987901142,0.8509103033620291,0.0004321856640908858,rf
MADIFF_10_100_0,0.48967925041002197,-0.017970105003410293,0.0637092819251284,5.64629707138397,7.635361390044967,71.41089505160664,0.025123626280160877,1.687572759894529,0.0004402267890750766,rf
MADIFF_10_100,0.38807103179920166,-0.017979573718444747,0.06035612026963235,20.399540555279245,15.374213422401093,2157.690649928199,0.04555293243300103,0.9293728097561453,0.0004512352060056809,rf
MACD_10_100_5,0.4364837383284419,-0.017864197237856833,0.10290542030181275,15.837467382731766,13.289700160936306,720.9437343860413,0.11009543916889925,1.5179612777082314,0.0004246204672051074,rf
