col,tuning_sharpe,tuning_rmse,tuning_spearmanr,train_cagr,train_sharpe_ratio,train_calmar,test_spearmanr,test_sharpe,test_rmse,model_name
base,-0.09797963434377616,-0.017314470217207723,-0.007075692038165127,0.31431680969899123,1.1105919857010034,0.7745023453946065,0.06271901477013839,0.01948348370937877,0.0004296028098927222,ridge
RSI_20,-0.0191732747441302,-0.017313807400403898,-0.010312733800850753,0.30296901817907207,1.0797097455506368,0.7095487013515163,0.06329751815106432,0.07475134901742314,0.00042951286529066275,ridge
RSI_20_ta,-0.20467808677458602,-0.01731810753330567,-0.01429400001734043,0.37239509112457103,1.2648214195323428,1.495302009573948,0.061816877212643534,0.26140104193101715,0.00042983943603226135,ridge
RSI_25,-0.020394997897569357,-0.017312875829205772,-0.009422222541641531,0.3089271535906557,1.0959539089489594,0.7363407136420751,0.06221663610198814,-0.06405297305526396,0.00042966094133813825,ridge
RSI_25_ta,-0.18909216066461076,-0.017317762132474525,-0.010443904235783447,0.32412934865780785,1.1370938320236803,0.8589477950119605,0.06166287811292033,0.4432900542475772,0.00042969929942901454,ridge
DT_RSI_2_20,0.46192505514338666,-0.01691676105422245,0.2259525073197411,1.4131465619023365,3.329165947534026,5.651330729284579,0.17586958250885734,-0.09246673291653631,0.00042219747361718965,ridge
STO_20_1,0.07720135005321502,-0.0173123248483557,-0.0071420273786512185,0.2752255326496671,1.0030231562967902,0.5853577894318273,0.06029324428028738,-0.19653295368154394,0.00042974068004701183,ridge
MADIFF_10_100_0,-0.006113323039372287,-0.017308743198023717,0.01902058985505243,0.36251059654287343,1.239297408281969,0.9370342065158223,0.07658915406419875,-0.16555015901297557,0.0004288959955231201,ridge
MADIFF_10_100,0.09410461978542459,-0.017310180367320294,0.018260442602828376,0.36080394397011406,1.2348095468704505,0.9828445626547007,0.07628771019974506,-0.3366433311639507,0.0004288669862812107,ridge
MACD_10_100_5,-0.382487846035586,-0.01729749196591735,0.025237818857777018,0.5036330639835243,1.592026683252264,1.4660718367521333,0.1255661723439058,0.32020056154996457,0.00042369442851139793,ridge
LINTRND_10,-0.09516655733096198,-0.01731778967090906,-0.002732784153936448,0.36641392266940787,1.2493364711281891,0.8996212811008468,0.0748418127913069,-0.005517134887390626,0.00042880206469358,ridge
PR_INT_0,0.41157358240563163,-0.01655893516711014,0.35301206404079555,2.3531700596536447,4.604511779507106,8.73312428892083,0.2994762586433905,-0.5510857231561874,0.0003975076955168289,ridge
PR_INT_20,-0.3384203261673928,-0.0172986434472447,0.06721441700089856,0.6489827212177328,1.9246774146387462,2.661172623412087,0.11410219607993004,-0.6312345443451314,0.0004251049821660665,ridge
CMMA_10_252,0.18082736458094986,-0.017125664307054846,0.166162548155692,0.8943901593386872,2.429755895513821,4.254631763307295,0.2026783678950454,-0.018745548368957678,0.00041571731179411187,ridge
ENT_2_10,-0.23571520198461232,-0.017316938239331493,-0.009165637639506886,0.31104364880066404,1.101702290789589,0.7664370090384792,0.06277239371868085,-0.05505412281417147,0.00042959368990362146,ridge
ENT_4_16,0.38279617113572273,-0.017327795006957834,-0.011648758239131403,0.31363740408524765,1.1087509781403788,0.7277414960454754,0.06209427000038662,0.14079183337232157,0.0004295684549383841,ridge
FTI_LP,-0.10428416605584312,-0.017324106507327817,-0.005339886064159355,0.21434435765813586,0.8289119616063901,0.5187951724926618,0.060644234473669144,-0.3994879662095146,0.00043200804323200104,ridge
FTI_BP,-0.11348500730271764,-0.017308331459025255,-0.005547178634370863,0.3483920238239122,1.2019732070156353,1.0395021931808468,0.059739708472066784,0.09733190725282341,0.00043009512383593426,ridge
FTI_BF,-0.25383327140316414,-0.017327087036527206,-0.00891964581695301,0.3220467886399625,1.131501370651826,0.8215930835139023,0.06437256795290124,0.0042706431981880235,0.00042957669354109595,ridge
base,-0.31173731040377994,-0.017361521265263986,-0.03413262820998575,21.27498165178109,15.591089654110263,863.4104751577772,-0.06332181918122805,0.06295716117246095,0.0004467319698614069,rf
RSI_20,-0.5979951954051815,-0.017348070532969974,-0.03295220748072821,17.064943112811036,13.723614777894158,822.6231822873757,-0.014889838292335788,0.2692558484437309,0.0004370154021836021,rf
RSI_20_ta,-0.357694383210147,-0.017373591922594387,-0.04304981138112074,15.996062397579795,13.236215959225254,600.6912664055217,-0.03706823595961464,0.5202203623204795,0.00043549534596955204,rf
RSI_25,-0.42463215857424963,-0.017335564750508615,-0.028655591325948422,21.799265396282248,15.82030742944482,1750.7728443521721,-0.05733940546182735,0.5686110482741097,0.0004418155407541623,rf
RSI_25_ta,-0.36282432542735404,-0.017319119176310915,-0.02934351240310264,3.984434680738671,6.261168132224302,27.47676722045572,-0.024492105692317752,0.10979227970117142,0.0004285963470302682,rf
DT_RSI_2_20,0.27973178369751023,-0.017017925864080886,0.20431388824493463,5.624889578513912,7.56794107552203,61.62887235404783,0.1506927432180408,-0.8821275737310703,0.00043760330698174114,rf
STO_20_1,-0.5866929720347723,-0.0173537442015479,-0.04074435456625378,4.322099294122048,6.552023661935157,33.64559052792832,-0.05967066577379593,0.046981823915882355,0.00043341626959279785,rf
MADIFF_10_100_0,-0.45992521507316564,-0.01743978204108227,-0.016325560423786408,4.902882360890313,7.02360888655909,47.2725227229867,-0.06707698099776088,-0.10155804751254935,0.00043919587813877293,rf
