Date,Open,High,Low,Close,Volume,RSI_20,RSI_25,DT_RSI_2_20,STO_20_1,MADIFF_10_100_0,MADIFF_10_100,MACD_10_100_5,LINTRND_10,PR_INT_0,PR_INT_20,CMMA_10_252,ENT_2_10,ENT_4_16,FTI_LP,FTI_BP,FTI_BF,RSI_20_ta,RSI_25_ta
20200131,1473.56005859375,1473.56005859375,1441.6600341796875,1446.7099609375,4529700000,,,,,,,,,,,,,,,,,,
20200203,1450.9300537109375,1466.4599609375,1450.9300537109375,1457.5400390625,3760460000,,,,,,,,,,,,,,,,,,
20200204,1472.219970703125,1483.300048828125,1472.0799560546875,1479.7900390625,3996900000,,,,,,,,,,,,,,,,,,
20200205,1492.6800537109375,1497.6700439453125,1485.760009765625,1496.1400146484375,4121480000,,,,,,,,,,,,,,,,,,
20200206,1500.760009765625,1504.7900390625,1496.97998046875,1504.1400146484375,3887250000,,,,,,,,,,,,,,,,,,
20200207,1499.6099853515625,1504.510009765625,1494.93994140625,1498.0699462890625,3733920000,,,,,,,,,,,,,,,,,58.52481398123482,
20200210,1492.9599609375,1510.469970703125,1492.77001953125,1510.3599853515625,3462730000,,,,,,,,,,,,,,,,,56.71824732697225,
20200211,1516.18994140625,1518.5899658203125,1505.8199462890625,1508.3299560546875,3762940000,,,,,,,,,,,,,,,,,61.13017635508471,
20200212,1514.1300048828125,1518.8199462890625,1513.25,1517.81005859375,3930910000,,,,,,,,,,,,,,,,,60.55400989425347,
20200213,1510.780029296875,1518.93994140625,1507.8199462890625,1513.22998046875,3500890000,,,,,,,,,,,,,,,,,59.592512262979284,
20200214,1515.18994140625,1516.510009765625,1509.22998046875,1515.530029296875,3419700000,,,,,,,,,,,,,,,,,60.46243350007747,60.222753633484
20200218,1509.780029296875,1513.7900390625,1504.199951171875,1511.1199951171875,3750400000,,,,,,,,,,,,,,,,,58.82700525613045,58.9426020951925
20200219,1515.6300048828125,1522.260009765625,1514.3199462890625,1518.93994140625,3614200000,,,,,,,,,,,,,,,,,60.056789924121745,59.90268486981751
20200220,1516.6800537109375,1519.6600341796875,1496.780029296875,1511.27001953125,4019180000,,,,,,,,,,,,,,,,,60.28094437519075,60.0772357600947
20200221,1505.489990234375,1505.719970703125,1489.1500244140625,1493.8900146484375,3908780000,,,,,,,,,,,,,,,,,56.71092491620718,57.30791534266177
20200224,1452.1800537109375,1458.219970703125,1436.1099853515625,1440.3199462890625,4851160000,,,,,,,,,,,,,,,,,43.72501206797179,46.63906779627819
20200225,1446.1600341796875,1450.3699951171875,1393.3900146484375,1398.1199951171875,5596760000,,,,,,,,,,,,,,,,,42.56639803359877,45.63961255600449
20200226,1402.43994140625,1423.550048828125,1390.5999755859375,1395.449951171875,5484650000,,,,,,,,,,,,,,,,,35.396283665970806,39.27286015546438
20200227,1368.68994140625,1384.9599609375,1330.8299560546875,1331.5799560546875,7064710000,,,,,,,,,,,,,,,,,31.134683216709163,35.31175162216117
20200228,1301.3900146484375,1326.9100341796875,1276.77001953125,1324.4300537109375,8569570000,,,,,,,,,,,,,,,,,24.853749750368294,29.19521628280795
20200302,1335.2900390625,1389.0400390625,1322.1099853515625,1388.7099609375,6381330000,,,,,,,,,,,,,,,,,32.11506001900827,35.09428372770158
20200303,1393.6300048828125,1408.2900390625,1334.239990234375,1346.22998046875,6376510000,,,,,,,,,,,,,,,,,42.2278059256876,43.528504695841555
20200304,1366.6400146484375,1403.4100341796875,1359.2099609375,1402.719970703125,5073020000,,,,,,,,,,,,,,,,,39.37158677331801,40.96329854471718
20200305,1377.530029296875,1383.2099609375,1345.8900146484375,1356.0999755859375,5579290000,,,,,,,,,,,,,,,,,41.06464178191273,42.390217359330265
20200306,1321.3299560546875,1342.1800537109375,1304.219970703125,1335.4599609375,6555240000,,,,,,,,,,,,,,,,,35.65573958759865,37.51574174314983
20200309,1277.3800048828125,1280.0799560546875,1234.050048828125,1237.510009765625,8441290000,,,,,,,,,,,,,,,,,32.16786227186715,34.30253440780685
20200310,1271.3599853515625,1300.719970703125,1234.0799560546875,1300.489990234375,7642040000,,,,,,,,,,,,,,,,,31.720471234256525,33.88839695487441
20200311,1276.5,1276.5,1223.5999755859375,1238.8399658203125,7431200000,,,,,,,,,,,,,,,,,32.563424386908274,34.59074555604205
20200312,1182.1600341796875,1207.3399658203125,1122.2900390625,1123.4300537109375,8850810000,,,,,,,,,,,,,,,,,26.292255221500955,28.751064950658655
20200313,1169.8900146484375,1237.3299560546875,1134.4200439453125,1237.199951171875,8299070000,,,,,,,,,,,,,,,,,25.61684137458633,28.10816994944239
20200316,1126.0699462890625,1174.5799560546875,1090.7099609375,1094.0699462890625,7805450000,,,,,,,,,,,,,,,,,23.360861757446155,25.949566879652664
20200317,1114.0699462890625,1171.219970703125,1087.5799560546875,1159.1099853515625,8370250000,,,,,,,,,,,,,,,,,22.782505204509313,25.393283551760494
20200318,1111.510009765625,1132.2900390625,1058.0899658203125,1110.5899658203125,8799300000,,,,,,,,,,,,,,,,,22.656547459584523,25.272891564806955
20200319,1110.2900390625,1144.1700439453125,1079.300048828125,1114.5999755859375,7956100000,,,,,,,,,,,,,,,,,22.59388450006468,25.213549632627196
20200320,1125.77001953125,1132.8699951171875,1061.530029296875,1065.6500244140625,9053950000,,,,,,,,,,,,,,,,,25.351511926864106,27.46470718597574
20200323,1060.300048828125,1067.6600341796875,1015.6300048828125,1040.0,7411380000,,,,,,,,,,,,,,,,,21.88112363750258,24.248994682897454
20200324,1090.7900390625,1131.0799560546875,1089.6199951171875,1130.4200439453125,7563150000,,,,,,,,,,,,,,,,,26.793751734497246,28.320376761573975
20200325,1136.43994140625,1179.06005859375,1110.75,1135.199951171875,8300010000,,,,,,,,,,,,,,,,,33.39496720224698,33.86410614240481
20200326,1146.719970703125,1207.47998046875,1146.510009765625,1204.5,7766990000,,,,,,,,,,,,,,,,,34.788857080431825,35.04257570554845
20200327,1172.550048828125,1197.3399658203125,1155.1199951171875,1162.300048828125,6201670000,,,,,,,,,,,,,,,,,38.209075735539805,37.937075438266156
20200330,1171.27001953125,1206.3199462890625,1167.9300537109375,1204.1400146484375,5751120000,,,,,,,,,,,,,,,,,38.10482416502808,37.85001242355018
20200331,1200.31005859375,1215.7900390625,1181.969970703125,1187.47998046875,6576210000,,,,,,,,,,,,,,,,,41.89110130653902,41.04728538223108
20200401,1151.47998046875,1164.97998046875,1129.530029296875,1139.31005859375,5964000000,,,,,,,,,,,,,,,,,37.79852259083567,37.654369889656635
20200402,1135.3499755859375,1169.9000244140625,1131.6800537109375,1168.510009765625,6464190000,,,,,,,,,,,,,,,,,36.55668294711073,36.61301224505251
20200403,1163.010009765625,1173.4100341796875,1137.9300537109375,1151.5699462890625,6096970000,,,,,,,,,,,,,,,,,40.10849926843278,39.59695402389283
20200406,1186.3900146484375,1233.93994140625,1186.3800048828125,1228.1500244140625,6403840000,,,,,,,,,,,,,,,,,42.95025412676514,42.000939512976636
20200407,1260.300048828125,1267.0699462890625,1221.77001953125,1222.75,7050410000,,,,,,,,,,,,,,,,,50.72959416996851,48.721368566706495
20200408,1234.72998046875,1262.719970703125,1223.6099853515625,1258.449951171875,5875710000,,,,,,,,,,,,,,,,,48.329616132054745,46.768440773695296
20200409,1270.030029296875,1282.77001953125,1259.97998046875,1271.199951171875,7899550000,,,,,,,,,,,,,,,,,51.65339178713372,49.66958552322151
20200413,1269.4100341796875,1270.3599853515625,1246.469970703125,1266.469970703125,5319530000,,,,,,,,,,,,,,,,,51.59203508176313,49.62010894526378
20200414,1284.8199462890625,1310.010009765625,1284.8199462890625,1307.0899658203125,5615730000,,,,,,,,,,,,,,,,,53.05110742984795,50.8867354743358
20200415,1287.449951171875,1292.8299560546875,1273.1700439453125,1283.6800537109375,5208000000,,,,,,,,,,,,,,,,,53.3039631672327,51.10527927213673
20200416,1291.93994140625,1296.8699951171875,1277.1800537109375,1292.9000244140625,5228810000,,,,,,,,,,,,,,,,,53.751583252848455,51.48915980472917
20200417,1309.22998046875,1322.18994140625,1300.969970703125,1320.6800537109375,5804810000,,,,,,,,,,,,,,,,,55.48139201300001,52.970265297735644
20200420,1309.800048828125,1319.739990234375,1299.0,1299.3800048828125,5228630000,,,,,,,,,,,,,,,,,55.53910675560883,53.019528687834026
20200421,1285.239990234375,1285.239990234375,1254.5699462890625,1259.469970703125,5121010000,,,,,,,,,,,,,,,,,52.45512386422787,50.63902776845981
20200422,1283.18994140625,1295.6199951171875,1279.1800537109375,1288.3800048828125,5084920000,,,,,,,,,,,,,,,,,52.20044174848175,50.442108011045065
20200423,1293.8599853515625,1309.52001953125,1286.949951171875,1288.6400146484375,5773530000,,,,,,,,,,,,,,,,,53.43898553212551,51.46536904105239
20200424,1294.3399658203125,1308.3499755859375,1286.050048828125,1306.3199462890625,5382810000,,,,,,,,,,,,,,,,,53.49604282245999,51.512281854676736
20200427,1314.1099853515625,1324.7099609375,1312.81005859375,1320.1300048828125,5203930000,,,,,,,,,,,,,,,,,55.84219466977527,53.443077513299265
20200428,1330.6400146484375,1335.1700439453125,1305.9100341796875,1307.1700439453125,5691160000,,,,,,,,,,,,,,,,,57.719559302551545,55.00362638217317
20200429,1332.93994140625,1349.800048828125,1329.2099609375,1342.6700439453125,6645640000,,,,,,,,,,,,,,,,,57.98119777041332,55.221164343837955
20200430,1343.8900146484375,1343.8900146484375,1326.81005859375,1338.02001953125,6544980000,,,,,,,,,,,,,,,,,59.245122177036706,56.26967307169504
20200501,1319.1300048828125,1320.760009765625,1298.2099609375,1302.1600341796875,4759810000,,,,,,,,,,,,,,,,,55.286817621105364,53.32849618262715
20200504,1296.260009765625,1308.47998046875,1288.1199951171875,1307.81005859375,4735930000,,,,,,,,,,,,,,,,,51.91443827409364,50.77496921472376
20200505,1320.0699462890625,1332.5899658203125,1316.5999755859375,1318.68994140625,5140290000,,,,,,,,,,,,,,,,,54.927415512000366,53.20494532201464
20200506,1325.050048828125,1329.239990234375,1312.8699951171875,1313.030029296875,4892570000,,,,,,,,,,,,,,,,,55.54075326697667,53.702887286819745
20200507,1325.8299560546875,1333.530029296875,1322.8299560546875,1325.43994140625,5178790000,,,,,,,,,,,,,,,,,55.64026110104364,53.783112870784386
20200508,1336.1199951171875,1346.0699462890625,1333.97998046875,1345.18994140625,4876030000,,,,,,,,,,,,,,,,,56.97759642646151,54.858192831489475
20200511,1340.2900390625,1354.4300537109375,1334.5,1348.31005859375,4819730000,,,,,,,,,,,,,,,,,57.52385272339562,55.29715552261805
20200512,1352.56005859375,1355.75,1322.510009765625,1322.8699951171875,5119630000,,,,,,,,,,,,,,,,,59.13107526546757,56.59094145503983
20200513,1322.0799560546875,1326.7900390625,1290.239990234375,1302.8699951171875,6151650000,,,,,,,,,,,,,,,,,53.807300587365944,52.64809500502092
20200514,1292.56005859375,1317.5999755859375,1282.5799560546875,1317.3900146484375,5651130000,,,,,,,,,,,,,,,,,49.2837213810002,49.1905204707504
20200515,1307.010009765625,1324.2900390625,1301.5999755859375,1323.5400390625,5507700000,,,,,,,,,,,,,,,,,51.389436332818484,50.836821113973464
20200518,1341.3900146484375,1364.0799560546875,1341.3900146484375,1357.8800048828125,6373670000,,,,,,,,,,,,,,,,,55.96806976559721,54.491313208035365
20200519,1355.8499755859375,1362.199951171875,1343.8399658203125,1344.0999755859375,4984330000,,,,,,,,,,,,,,,,,57.730725866704105,55.92664765669154
20200520,1357.8699951171875,1369.1199951171875,1357.8699951171875,1366.989990234375,5005380000,,,,,,,,,,,,,,,,,57.97809213316319,56.128003122309124
20200521,1367.3599853515625,1371.0899658203125,1352.9100341796875,1356.1600341796875,4976620000,,,,,,,,,,,,,,,,,59.1600116004535,57.087427720754235
20200522,1355.4599609375,1359.530029296875,1349.4100341796875,1358.93994140625,3970860000,,,,,,,,,,,,,,,,,57.04229617266956,55.5020124706898
20200526,1378.3299560546875,1386.9100341796875,1368.469970703125,1369.97998046875,5848500000,,,,,,,,,,,,,,,,,59.943056032870736,57.84565764917481
20200527,1377.0,1386.75,1356.77001953125,1386.6099853515625,6398000000,,,,,,,,,,,,,,,,,59.69630115073276,57.66169110396899
20200528,1389.1099853515625,1401.719970703125,1380.06005859375,1382.800048828125,5447020000,,,,,,,,,,,,,,,,,61.226149989443435,58.901429078571766
20200529,1382.06005859375,1392.27001953125,1369.050048828125,1389.6300048828125,7297550000,,,,,,,,,,,,,,,,,59.83436645261443,57.87377264540453
20200601,1386.0899658203125,1394.97998046875,1381.93994140625,1392.949951171875,4684170000,,,,,,,,,,,,,,,,,60.37633763651613,58.30690977001218
20200602,1396.0899658203125,1403.5699462890625,1389.3800048828125,1403.4200439453125,5197150000,,,,,,,,,,,,,,,,,61.725344656226,59.386301535576244
20200603,1409.4300537109375,1422.02001953125,1408.489990234375,1418.3299560546875,6005560000,,,,,,,,,,,,,,,,,63.47166747367682,60.796647563660734
20200604,1414.6199951171875,1421.3499755859375,1404.0799560546875,1413.0799560546875,6451290000,,,,,,,,,,,,,,,,,64.14168062816667,61.34069863749125
20200605,1431.3900146484375,1453.47998046875,1431.3900146484375,1448.3299560546875,8639300000,,,,,,,,,,,,,,,,,66.24743528004028,63.065915460858676
20200608,1450.4599609375,1464.969970703125,1447.43994140625,1464.5799560546875,8498300000,,,,,,,,,,,,,,,,,68.46417322498056,64.92026116686964
20200609,1458.5999755859375,1467.6800537109375,1451.9300537109375,1460.800048828125,6410930000,,,,,,,,,,,,,,,,,69.36810075368605,65.6862734498463
20200610,1465.1600341796875,1473.949951171875,1455.550048828125,1459.780029296875,6598870000,,,,,,,,,,,,,,,,,70.09525806833092,66.30396195723138
20200611,1432.6800537109375,1432.6800537109375,1376.469970703125,1376.7900390625,7037320000,,,,,,,,,,,,,,,,,62.37788439646948,60.67120439633609
20200612,1405.6700439453125,1414.27001953125,1368.8599853515625,1393.260009765625,5845330000,,,,,,,,,,,,,,,,,56.894639805400324,56.512448300309
20200615,1375.4100341796875,1409.0699462890625,1361.4100341796875,1403.0999755859375,5757480000,,,,,,,,,,,,,,,,,51.5506921467496,52.32666286721005
20200616,1427.4599609375,1441.219970703125,1407.5400390625,1430.0999755859375,5845810000,,,,,,,,,,,,,,,,,58.59268205245575,57.91224481638213
20200617,1435.4000244140625,1438.56005859375,1423.449951171875,1426.1400146484375,4560450000,,,,,,,,,,,,,,,,,59.53705928881008,58.68149931899256
20200618,1421.989990234375,1428.800048828125,1417.47998046875,1427.780029296875,4448690000,,,,,,,,,,,,,,,,,57.217119546916194,56.85337709360325
20200619,1438.4200439453125,1444.719970703125,1414.22998046875,1422.0400390625,8346650000,,,,,,,,,,,,,,,,,59.26427251170505,58.50327004423303
20200622,1421.489990234375,1434.7099609375,1416.010009765625,1433.739990234375,4686690000,,,,,,,,,,,,,,,,,56.34015988464947,56.19669365526914
20200623,1442.219970703125,1454.1700439453125,1440.72998046875,1442.8199462890625,4711850000,,,,,,,,,,,,,,,,,58.950663121430466,58.29397099875321
20200624,1437.300048828125,1437.68994140625,1401.219970703125,1408.8399658203125,5597680000,,,,,,,,,,,,,,,,,58.083047824113486,57.61202467757076
20200625,1408.239990234375,1426.1800537109375,1397.9599609375,1424.9599609375,4847690000,,,,,,,,,,,,,,,,,53.21364002343055,53.74371462112174
20200626,1419.77001953125,1419.8800048828125,1384.7900390625,1386.050048828125,8107850000,,,,,,,,,,,,,,,,,54.796382511742195,54.9926900292805
20200629,1387.969970703125,1406.199951171875,1380.6400146484375,1405.8499755859375,4473970000,,,,,,,,,,,,,,,,,49.89599462094599,51.033852905710894
20200630,1404.1500244140625,1431.93994140625,1402.77001953125,1427.22998046875,4705850000,,,,,,,,,,,,,,,,,52.186129379234316,52.83345972590955
20200701,1429.9100341796875,1443.1099853515625,1429.56005859375,1437.219970703125,4449230000,,,,,,,,,,,,,,,,,55.58809888347318,55.543123911339954
20200702,1447.9599609375,1458.8599853515625,1440.5,1442.949951171875,4197720000,,,,,,,,,,,,,,,,,57.80256181629688,57.332243795091934
20200706,1452.43994140625,1471.0799560546875,1452.43994140625,1470.6300048828125,4759160000,,,,,,,,,,,,,,,,,58.34520101820979,57.77161782854401
20200707,1466.4599609375,1474.7900390625,1455.3199462890625,1456.52001953125,4571330000,,,,,,,,,,,,,,,,,60.038059079025196,59.14313389166417
20200708,1460.81005859375,1471.3900146484375,1454.3499755859375,1471.1500244140625,4937310000,,,,,,,,,,,,,,,,,59.02057492156373,58.347632789405814
20200709,1475.510009765625,1477.3900146484375,1448.8800048828125,1466.0400390625,4843650000,,,,,,,,,,,,,,,,,60.83824278242955,59.81260708073219
20200710,1466.0899658203125,1483.030029296875,1457.6500244140625,1481.9599609375,4524190000,,,,,,,,,,,,,,,,,59.07084114282336,58.44055545248549
20200713,1491.9200439453125,1507.1500244140625,1463.3599853515625,1466.6400146484375,4902440000,,,,,,,,,,,,,,,,,62.237279593575636,60.99612130169795
20200714,1458.6700439453125,1485.6300048828125,1450.1800537109375,1483.800048828125,4507140000,,,,,,,,,,,,,,,,,56.332058315342024,56.34984765368682
20200715,1495.97998046875,1499.75,1479.239990234375,1490.3499755859375,4686830000,,,,,,,,,,,,,,,,,60.73278986140882,59.91852955585046
20200716,1480.7099609375,1486.8900146484375,1474.4599609375,1484.3499755859375,3972860000,,,,,,,,,,,,,,,,,58.20570857083926,57.90040698153622
20200717,1487.4599609375,1488.9599609375,1477.4300537109375,1484.7099609375,4012850000,,,,,,,,,,,,,,,,,58.99953461285315,58.543351546599666
20200720,1485.449951171875,1507.1800537109375,1480.0999755859375,1504.1099853515625,3979340000,,,,,,,,,,,,,,,,,58.650354256048686,58.26732941401666
20200721,1512.449951171875,1514.43994140625,1498.52001953125,1502.9599609375,4556610000,,,,,,,,,,,,,,,,,61.84345250481263,60.850130764031704
20200722,1502.699951171875,1511.1600341796875,1497.8800048828125,1509.4300537109375,4267160000,,,,,,,,,,,,,,,,,60.07990575276947,59.46576311300993
20200723,1506.699951171875,1510.0,1478.1300048828125,1483.68994140625,4296760000,,,,,,,,,,,,,,,,,60.56553073603445,59.856059089213154
20200724,1472.8699951171875,1479.3399658203125,1465.0699462890625,1474.1199951171875,3689410000,,,,,,,,,,,,,,,,,54.64724938578955,55.17559112911332
20200727,1477.050048828125,1487.469970703125,1474.489990234375,1486.0999755859375,3970310000,,,,,,,,,,,,,,,,,55.21642419515287,55.62222929810861
20200728,1483.8900146484375,1489.3299560546875,1476.0799560546875,1477.0999755859375,4053180000,,,,,,,,,,,,,,,,,56.16401592856741,56.3633576472781
20200729,1480.27001953125,1494.800048828125,1480.0799560546875,1491.6199951171875,4478200000,,,,,,,,,,,,,,,,,55.50967865952098,55.84916313877116
20200730,1480.6300048828125,1490.75,1468.0,1487.8699951171875,4264920000,,,,,,,,,,,,,,,,,55.563870383471425,55.890846709023734
20200731,1504.949951171875,1505.4599609375,1480.72998046875,1504.9300537109375,5007530000,,,,,,,,,,,,,,,,,59.10612568994751,58.63889673248447
20200803,1514.699951171875,1523.1600341796875,1514.47998046875,1519.43994140625,4438940000,,,,,,,,,,,,,,,,,60.437042122579186,59.68772407793357
20200804,1517.6500244140625,1524.530029296875,1514.4200439453125,1524.3599853515625,4414380000,,,,,,,,,,,,,,,,,60.842931122814214,60.00735512956963
20200805,1528.800048828125,1536.4100341796875,1528.800048828125,1535.4200439453125,4535060000,,,,,,,,,,,,,,,,,62.37851613231531,61.217991534521445
20200806,1534.5799560546875,1552.6600341796875,1533.0,1551.2099609375,4278930000,,,,,,,,,,,,,,,,,63.16669683991398,61.841720911137166
20200807,1547.9000244140625,1552.75,1537.81005859375,1547.9000244140625,4110030000,,,,,,,,,,,,,,,,,64.94810470667345,63.260181462596506
20200810,1550.1300048828125,1554.550048828125,1537.77001953125,1550.68994140625,4327920000,,,,,,,,,,,,,,,,,65.24432812353898,63.49681842043471
20200811,1552.5999755859375,1559.47998046875,1532.7099609375,1536.0,4880540000,,,,,,,,,,,,,,,,,65.58343959672199,63.76608369760963
20200812,1545.699951171875,1564.0999755859375,1545.699951171875,1560.5899658203125,3772250000,,,,,,,,,,,,,,,,,63.7542400360979,62.426088172582524
20200813,1558.7099609375,1565.1199951171875,1553.1500244140625,1557.8299560546875,3438730000,,,,,,,,,,,,,,,,,65.65544185731162,63.91541851618119
20200814,1556.550048828125,1559.280029296875,1551.969970703125,1557.2900390625,3200060000,,,,,,,,,,,,,,,,,65.0590746632068,63.480276858456975
20200817,1561.3699951171875,1563.97998046875,1559.8399658203125,1561.280029296875,3460330000,,,,,,,,,,,,,,,,,65.78902116408882,64.04921917747004
20200818,1564.1300048828125,1571.4000244140625,1557.77001953125,1569.449951171875,3669550000,,,,,,,,,,,,,,,,,66.21445533376779,64.38022008224323
20200819,1570.77001953125,1575.300048828125,1560.77001953125,1563.030029296875,3679480000,,,,,,,,,,,,,,,,,67.24594931495311,65.18354744139518
20200820,1558.3399658203125,1576.1600341796875,1555.699951171875,1573.72998046875,3431040000,,,,,,,,,,,,,,,,,63.42993162549665,62.437672422862846
20200821,1574.199951171875,1584.0699462890625,1571.5999755859375,1582.1600341796875,3505010000,,,,,,,,,,,,,,,,,66.01979257469725,64.42923745733957
20200824,1593.6700439453125,1598.699951171875,1588.1199951171875,1597.8900146484375,3743410000,,,,,,,,,,,,,,,,,68.86876748020094,66.68783505214955
20200825,1598.699951171875,1605.300048828125,1595.3199462890625,1604.8800048828125,3627650000,,,,,,,,,,,,,,,,,69.56273098182284,67.24747814992354
20200826,1610.1199951171875,1630.260009765625,1608.1800537109375,1629.280029296875,3780530000,,,,,,,,,,,,,,,,,71.10226171502696,68.49908527234201
20200827,1631.9200439453125,1640.1500244140625,1621.6199951171875,1630.4599609375,3955890000,,,,,,,,,,,,,,,,,73.7683491565939,70.72371485213563
20200828,1636.030029296875,1642.0799560546875,1630.8699951171875,1640.780029296875,3868510000,,,,,,,,,,,,,,,,,74.23999464767097,71.12419429492883
20200831,1642.760009765625,1646.5999755859375,1634.97998046875,1638.93994140625,4348280000,,,,,,,,,,,,,,,,,75.01433328707836,71.78258513447976
20200901,1645.4100341796875,1654.5400390625,1638.3199462890625,1653.6700439453125,4101490000,,,,,,,,,,,,,,,,,75.3218089664556,72.04403534128924
20200902,1664.3900146484375,1678.9100341796875,1653.9000244140625,1675.6700439453125,4295640000,,,,,,,,,,,,,,,,,77.41700051112325,73.85159103775244
20200903,1664.989990234375,1665.4300537109375,1597.5999755859375,1611.4100341796875,4911830000,,,,,,,,,,,,,,,,,77.48061866733664,73.90714376838365
20200904,1607.22998046875,1622.3399658203125,1552.4000244140625,1596.0999755859375,4438720000,,,,,,,,,,,,,,,,,60.2738764858573,60.92668264250024
20200908,1564.56005859375,1573.77001953125,1545.469970703125,1546.9000244140625,4694330000,,,,,,,,,,,,,,,,,51.397799123857034,53.67264129409593
20200909,1567.8199462890625,1593.8900146484375,1564.3399658203125,1580.8699951171875,3932520000,,,,,,,,,,,,,,,,,51.966641697323034,54.107475798314375
20200910,1589.0,1595.300048828125,1545.6700439453125,1551.030029296875,4208630000,,,,,,,,,,,,,,,,,55.5265422516376,56.84863453873324
20200911,1557.5899658203125,1565.050048828125,1534.780029296875,1549.9200439453125,3710090000,,,,,,,,,,,,,,,,,49.76859072943666,52.04630192632598
20200914,1560.3499755859375,1580.0999755859375,1560.3499755859375,1567.06005859375,3839580000,,,,,,,,,,,,,,,,,50.24580746006101,52.41424458593992
20200915,1581.1099853515625,1587.1600341796875,1570.1500244140625,1576.9100341796875,4057190000,,,,,,,,,,,,,,,,,53.72650234791973,55.11277019787114
20200916,1580.6199951171875,1585.3399658203125,1563.4000244140625,1563.8800048828125,4718900000,,,,,,,,,,,,,,,,,53.63328281576355,55.03603663470331
20200917,1545.780029296875,1558.0799560546875,1534.3499755859375,1548.530029296875,4379840000,,,,,,,,,,,,,,,,,47.46884211383533,49.891151160088256
20200918,1549.719970703125,1552.0,1516.5999755859375,1530.5799560546875,7076400000,,,,,,,,,,,,,,,,,48.177869484053495,50.43694351918512
20200921,1515.6500244140625,1519.68994140625,1491.06005859375,1519.4000244140625,4836070000,,,,,,,,,,,,,,,,,42.906459587646935,45.93058769595147
20200922,1528.719970703125,1540.8499755859375,1515.1800537109375,1538.47998046875,3974510000,,,,,,,,,,,,,,,,,45.32229968770813,47.79449430476049
20200923,1540.5699462890625,1541.6099853515625,1497.280029296875,1499.68994140625,4378650000,,,,,,,,,,,,,,,,,47.44465526829699,49.440560035524136
20200924,1493.75,1519.5999755859375,1487.989990234375,1504.5,4601920000,,,,,,,,,,,,,,,,,40.85002980318234,43.76162929703848
20200925,1500.5999755859375,1532.9000244140625,1495.8499755859375,1529.0,3803330000,,,,,,,,,,,,,,,,,42.08966367452403,44.72916302000811
20200928,1545.4300537109375,1556.4000244140625,1545.1400146484375,1553.010009765625,3950910000,,,,,,,,,,,,,,,,,49.3957200724753,50.531122314315645
20200929,1552.5699462890625,1555.1600341796875,1541.8900146484375,1545.719970703125,3661590000,,,,,,,,,,,,,,,,,50.44386878238155,51.37788829563918
20200930,1547.7900390625,1574.7099609375,1547.4000244140625,1560.5799560546875,4738640000,,,,,,,,,,,,,,,,,49.71817233916881,50.77183507730071
20201001,1572.6700439453125,1576.5999755859375,1561.18994140625,1569.8800048828125,4076340000,,,,,,,,,,,,,,,,,53.39196615195757,53.73109744317418
20201002,1549.3699951171875,1559.6099853515625,1540.6800537109375,1547.0799560546875,3975180000,,,,,,,,,,,,,,,,,49.80475226611181,50.754762773261376
20201005,1554.8900146484375,1575.9599609375,1554.8900146484375,1575.550048828125,3692720000,,,,,,,,,,,,,,,,,50.63190911285618,51.41886699582877
